Name	sample1	sample2	sample3	sample4	sample5	sample6
K11605	3	0	0	0	0	0
K11606	1	0	0	0	0	0
K11607	0	1	0	0	1	1
K11610	1	0	0	0	0	0
K11618	1	0	0	0	0	0
K11628	0	0	0	1	0	0
K11642	1	2	1	2	1	0
K11643	2	3	1	2	1	0
K11647	0	1	0	2	0	0
K11650	0	1	0	0	0	0
K11652	0	0	0	0	0	1
K11654	1	0	1	4	1	2
K11657	0	0	0	1	0	0
K11659	1	0	0	1	0	0
K11660	0	0	0	0	1	0
K11661	0	1	0	0	0	0
K11662	1	0	0	0	0	0
K11665	1	2	0	0	0	0
K11674	0	0	1	0	0	0
K11681	1	1	0	1	0	0
K11688	1	1	0	1	1	0
K11690	1	2	0	0	3	1
K11707	0	2	2	0	0	0
K11708	1	1	0	0	0	0
K11709	0	0	0	1	0	0
K11710	2	0	0	0	1	3
K11715	0	0	0	1	0	0
K11717	6	3	1	4	2	4
K11718	0	0	0	1	0	0
K11719	1	0	0	0	0	0
K11720	0	0	0	1	1	0
K11726	0	0	0	0	0	1
K11727	1	0	0	3	0	2
K11728	0	1	0	0	0	0
K11729	5	1	2	2	2	4
K11730	5	2	2	2	2	4
K11731	0	0	0	0	1	0
K11733	0	1	0	0	0	0
K11741	1	0	0	0	0	0
K11745	1	3	2	0	0	1
K11747	0	2	2	0	0	1
K11748	1	0	0	0	0	0
K11749	2	6	3	3	0	2
K11751	1	0	0	0	0	0
K11752	3	1	3	0	3	1
K11753	2	2	0	1	0	2
K11754	3	2	1	2	1	4
K11755	4	3	1	3	1	3
K11757	0	0	0	2	0	1
K11777	0	0	0	0	0	1
K11779	1	1	0	0	0	2
K11780	0	1	0	0	0	1
K11781	1	0	0	0	0	0
K11787	1	0	0	2	2	0
K11788	1	1	1	0	1	2
K11797	0	2	0	0	0	1
K11798	0	2	0	0	0	0
K11805	0	0	1	0	0	0
K11806	1	0	0	0	1	0
K11807	0	1	0	0	0	0
K11808	3	4	1	4	0	0
K11811	1	2	1	1	0	3
K11824	0	0	0	0	0	1
K11825	2	1	0	2	0	0
K11826	1	1	0	0	0	0
K11833	0	0	0	1	0	0
K11835	3	1	2	1	0	2
K11836	0	0	0	2	0	1
K11837	0	1	1	0	0	0
K11838	2	1	0	2	0	0
K11839	0	1	3	0	0	1
K11840	0	0	0	1	1	0
K11842	0	0	1	2	0	0
K11843	0	0	0	0	0	1
K11847	0	0	1	0	0	1
K11848	0	0	1	0	0	0
K11853	0	0	1	1	0	0
K11854	0	0	0	0	0	1
K11858	1	0	0	0	0	0
K11860	0	0	1	0	0	0
K11866	0	2	0	0	0	0
K11867	0	2	0	0	0	0
K11870	0	0	1	0	0	0
K11872	0	0	0	1	0	0
K11883	0	1	0	0	0	0
K11886	1	0	0	0	1	0
K11891	1	0	0	1	0	0
K11893	0	0	0	1	0	1
K11896	0	1	0	0	0	0
K11900	0	0	1	0	0	1
K11901	1	1	0	1	0	2
K11903	0	0	0	0	0	1
K11904	0	1	0	0	0	0
K11907	1	0	1	2	1	0
K11912	2	0	0	1	0	0
K11914	1	0	0	0	0	0
K11915	0	1	0	0	0	0
K11927	10	11	1	3	5	11
K11928	2	0	0	0	1	0
K11932	0	1	0	0	0	0
K11933	0	0	0	1	0	0
K11940	0	2	0	0	0	0
K11942	5	4	3	6	2	5
K11952	0	0	0	0	1	0
K11953	0	0	0	0	1	0
K11955	0	0	0	0	1	0
K11957	1	0	0	0	0	0
K11958	0	0	0	0	0	1
K11959	1	0	0	0	0	1
K11960	0	0	1	0	0	0
K11961	1	1	0	0	1	0
K11962	0	0	0	0	0	1
K11963	0	1	0	0	0	0
K11967	2	0	0	0	0	0
K11969	0	0	0	1	0	0
K11972	0	1	0	1	1	1
K11973	0	1	0	1	1	0
K11975	0	0	0	1	0	0
K11978	1	0	1	1	0	1
K11984	0	0	0	1	0	2
K11987	0	0	1	0	0	0
K11991	0	0	0	0	1	0
K11996	1	1	1	2	2	4
K12035	0	0	0	2	0	0
K12042	0	0	0	0	1	0
K12047	1	5	0	0	2	4
K12056	0	0	0	1	0	0
K12060	0	1	0	0	0	0
K12063	0	0	0	1	0	0
K12065	0	0	0	0	0	1
K12073	0	0	0	1	0	0
K12077	0	0	0	1	0	0
K12134	0	0	0	0	0	1
K12146	3	0	0	0	1	1
K12166	1	0	0	0	1	0
K12167	0	2	0	0	0	0
K12168	0	2	0	0	0	1
K12172	0	1	0	0	0	2
K12175	0	0	0	0	0	1
K12176	0	0	0	0	0	1
K12178	0	0	1	0	0	0
K12191	0	0	0	0	1	0
K12194	1	0	0	0	0	0
K12196	0	1	1	1	0	1
K12199	0	1	0	0	0	0
K12231	0	0	1	0	1	0
K12232	1	0	0	2	0	0
K12235	2	0	0	0	1	0
K12251	1	0	0	2	0	2
K12252	1	4	0	3	4	1
K12253	0	0	1	0	0	0
K12254	0	0	0	0	0	1
K12255	0	0	0	0	1	0
K12256	1	0	0	1	1	4
K12257	2	6	1	6	1	3
K12261	0	0	1	0	0	0
K12266	0	0	1	2	0	1
K12267	1	3	1	2	3	4
K12275	0	0	1	0	0	1
K12276	1	1	1	0	1	1
K12298	0	2	0	0	1	0
K12301	1	2	0	0	0	0
K12302	0	2	0	0	0	0
K12307	0	0	0	0	1	0
K12308	2	0	0	0	1	1
K12311	0	1	0	2	1	0
K12313	2	8	7	4	4	1
K12314	2	8	6	3	4	1
K12315	2	7	6	4	4	1
K12318	0	0	0	0	1	0
K12319	0	2	0	1	0	0
K12320	0	1	1	0	1	0
K12321	0	1	0	0	1	0
K12323	1	3	0	1	2	0
K12324	1	2	0	0	2	0
K12339	2	1	0	2	0	0
K12340	1	0	0	2	1	0
K12347	0	0	1	0	0	0
K12353	1	0	0	0	0	0
K12355	0	0	0	1	0	0
K12358	0	0	0	1	0	0
K12366	0	1	0	0	0	0
K12367	1	0	0	0	0	0
K12368	0	0	0	0	0	1
K12370	0	0	0	0	0	1
K12371	2	2	0	2	0	0
K12372	2	1	0	5	1	5
K12373	5	3	4	3	4	1
K12374	1	2	0	1	1	0
K12375	3	9	3	1	0	1
K12378	1	0	1	0	0	0
K12381	0	0	1	1	0	0
K12385	0	1	2	0	1	1
K12386	0	0	0	1	0	0
K12389	0	0	0	1	0	0
K12391	2	0	0	1	0	0
K12392	2	1	0	2	0	0
K12393	1	0	0	0	1	0
K12396	1	3	0	0	0	0
K12398	0	0	0	0	0	1
K12400	1	0	0	0	0	1
K12405	0	0	0	0	1	2
K12406	1	0	0	2	0	0
K12410	2	4	2	0	0	6
K12418	0	0	1	0	0	1
K12433	0	0	0	1	0	0
K12434	1	0	0	0	0	0
K12436	1	0	0	1	0	0
K12437	0	0	0	1	0	0
K12439	1	0	0	0	0	0
K12440	0	0	0	1	0	0
K12441	0	0	0	1	0	0
K12443	1	0	0	1	0	0
K12450	0	1	0	0	0	0
K12451	0	1	0	0	0	0
K12452	1	0	0	1	0	0
K12454	0	1	0	0	1	1
K12462	0	0	1	1	0	0
K12469	1	0	0	0	0	0
K12473	0	1	0	0	0	0
K12476	1	0	0	0	0	0
K12477	1	0	0	0	0	0
K12479	1	0	0	1	1	2
K12482	0	0	0	0	1	0
K12483	1	0	0	0	0	1
K12485	0	0	1	0	1	0
K12486	0	0	0	0	0	1
K12489	0	0	0	1	0	0
K12490	0	0	0	0	0	1
K12491	0	0	3	1	0	0
K12492	0	0	0	0	0	1
K12493	0	0	0	0	0	1
K12495	0	0	0	1	0	0
K12504	2	0	0	0	0	0
K12505	0	1	0	0	0	0
K12506	0	0	0	1	0	1
K12508	0	0	0	1	0	0
K12510	4	1	2	1	0	0
K12511	1	0	0	2	0	1
K12524	4	2	0	4	1	2
K12525	0	1	0	0	0	0
K12526	0	1	0	0	0	0
K12531	1	1	0	0	0	0
K12533	0	0	0	0	1	0
K12536	0	0	1	0	0	1
K12559	0	1	0	0	0	1
K12567	1	0	1	0	0	0
K12571	0	0	0	1	0	0
K12573	6	5	3	6	3	4
K12581	0	2	1	0	0	0
K12584	0	0	2	0	0	0
K12585	1	2	0	1	1	1
K12591	1	1	0	0	0	0
K12598	1	1	0	1	2	0
K12599	1	0	0	1	2	0
K12602	0	0	1	0	0	0
K12604	0	0	1	4	0	3
K12614	1	2	0	1	0	0
K12618	1	1	1	1	0	1
K12619	1	1	0	3	0	1
K12621	0	0	1	0	0	0
K12624	1	0	0	0	0	0
K12626	0	0	1	0	0	0
K12627	0	0	0	1	0	0
K12657	2	1	0	0	0	0
K12658	1	1	1	1	0	0
K12733	0	0	0	0	0	1
K12734	0	1	1	0	0	1
K12735	0	0	1	1	0	0
K12736	1	1	1	0	0	1
K12738	0	0	0	1	0	1
K12740	1	0	0	0	0	0
K12749	1	0	0	0	0	0
K12750	1	0	0	0	0	0
K12751	1	0	0	0	0	0
K12752	1	0	0	0	0	0
K12761	0	0	1	0	0	0
K12766	0	0	0	2	1	0
K12771	1	0	0	0	0	0
K12795	0	0	1	0	0	0
K12811	0	0	1	0	0	1
K12812	1	0	0	0	0	1
K12813	3	1	1	1	2	2
K12814	1	0	0	1	0	0
K12815	1	0	1	2	1	3
K12816	0	1	0	0	0	0
K12817	0	0	0	1	0	0
K12818	5	1	1	6	1	4
K12819	0	0	3	0	0	0
K12820	4	1	1	1	1	4
K12821	0	0	1	0	0	0
K12822	1	1	1	0	0	0
K12823	2	0	0	2	0	0
K12826	1	0	0	1	0	0
K12827	0	0	1	0	0	0
K12828	3	2	1	2	2	1
K12829	0	0	2	0	0	0
K12830	1	1	1	2	0	1
K12831	0	0	0	1	0	0
K12833	0	0	1	0	0	0
K12835	0	0	1	0	0	0
K12838	1	1	0	2	1	0
K12844	0	1	1	0	0	0
K12847	0	1	1	0	0	0
K12849	0	0	1	1	0	0
K12852	1	3	0	0	0	1
K12854	1	1	1	2	1	1
K12855	0	1	0	1	0	1
K12856	4	0	2	4	1	1
K12858	0	1	0	1	0	0
K12860	1	1	0	1	0	1
K12862	0	0	1	1	0	0
K12867	0	0	2	3	0	0
K12869	2	0	0	0	0	0
K12872	1	0	0	3	0	0
K12873	0	0	0	1	0	0
K12874	0	0	0	2	0	0
K12877	0	0	0	0	1	0
K12878	0	0	0	1	0	0
K12880	1	0	0	0	1	0
K12882	0	0	0	1	0	0
K12883	0	0	0	0	0	1
K12891	0	1	1	0	0	0
K12941	0	2	2	3	1	2
K12942	0	1	1	0	0	2
K12943	1	0	0	0	0	0
K12945	0	0	0	0	0	1
K12948	1	0	0	0	0	0
K12957	0	1	0	1	0	0
K12960	0	0	0	1	0	1
K12961	1	2	0	0	0	2
K12972	0	0	0	3	0	0
K12984	0	1	0	0	0	0
K13002	0	0	0	0	0	1
K13010	1	0	0	0	0	0
K13012	1	0	1	0	0	0
K13013	0	0	0	1	0	0
K13015	1	2	0	1	3	1
K13016	0	0	0	3	1	1
K13017	3	1	0	0	1	1
K13018	1	1	0	2	0	0
K13019	0	0	0	3	0	0
K13020	0	1	0	0	0	0
K13024	2	0	0	0	0	0
K13025	1	1	0	0	1	0
K13034	2	0	0	0	0	0
K13038	5	4	2	7	1	7
K13039	0	0	0	1	0	0
K13043	3	2	0	1	0	1
K13045	0	0	1	0	0	0
K13046	0	0	1	0	0	0
K13049	0	1	0	2	0	0
K13051	1	0	0	0	4	1
K13055	0	1	0	0	0	0
K13091	0	0	0	1	0	0
K13092	0	0	0	0	0	1
K13093	0	0	0	1	0	0
K13100	0	0	0	0	1	0
K13102	0	0	1	0	0	0
K13107	0	1	0	0	0	0
K13109	0	0	1	0	0	0
K13111	0	1	1	0	0	0
K13114	0	0	0	0	1	0
K13116	0	0	1	0	0	1
K13117	1	0	0	1	1	0
K13124	0	1	0	0	0	0
K13126	0	0	0	1	1	1
K13127	0	0	0	2	0	0
K13136	0	0	0	0	0	1
K13137	1	0	0	0	0	1
K13140	1	0	0	0	0	0
K13141	0	0	0	0	0	1
K13142	1	0	0	0	0	0
K13143	0	0	0	0	0	1
K13148	0	0	0	1	0	0
K13165	0	0	0	1	0	0
K13168	0	0	0	0	0	1
K13175	0	1	0	1	0	0
K13177	0	0	1	0	0	0
K13178	1	0	0	1	0	0
K13179	0	1	0	3	0	0
K13181	1	0	0	0	0	0
K13182	1	0	0	0	0	1
K13183	0	1	0	0	0	0
K13184	0	0	0	1	0	1
K13194	0	0	0	1	0	0
K13199	0	0	0	0	0	1
K13205	0	0	0	0	0	1
K13207	0	0	1	1	0	1
K13210	0	1	0	0	0	0
K13214	1	0	0	0	0	0
K13216	0	0	0	1	0	0
K13217	1	0	0	0	0	0
K13218	1	0	0	0	0	0
K13219	1	0	0	0	0	0
K13237	0	0	1	0	1	0
K13238	1	1	0	0	0	0
K13239	1	0	1	0	0	0
K13247	0	0	1	0	0	0
K13251	0	1	0	0	0	0
K13254	0	1	1	1	0	0
K13279	0	0	0	0	0	1
K13282	1	0	0	1	1	0
K13288	1	1	0	1	0	1
K13291	0	0	0	0	1	0
K13292	3	1	1	1	0	0
K13294	0	0	0	0	1	0
K13297	0	0	0	1	1	0
K13298	0	1	0	0	1	0
K13338	0	0	0	0	1	0
K13339	0	0	0	1	0	0
K13342	0	1	0	0	0	0
K13347	0	0	0	0	0	1
K13354	0	0	0	0	1	0
K13367	0	0	1	0	0	0
K13368	1	0	0	0	1	0
K13369	0	0	0	0	1	0
K13378	1	0	0	1	0	0
K13380	2	0	0	1	0	0
K13402	0	1	0	1	0	0
K13403	0	0	0	1	3	0
K13411	0	1	1	2	0	0
K13412	0	1	1	2	0	1
K13421	1	0	0	2	0	0
K13431	1	0	0	0	0	1
K13444	1	1	0	0	0	1
K13448	2	0	0	3	2	1
K13457	1	0	0	0	0	1
K13481	0	2	0	2	0	0
K13482	1	1	0	1	1	0
K13483	1	0	0	0	0	0
K13489	0	0	0	2	0	0
K13490	0	0	0	1	0	0
K13497	2	1	1	0	1	0
K13498	0	0	0	1	0	0
K13503	0	1	0	0	1	1
K13519	0	0	0	1	0	0
K13523	0	0	1	0	0	0
K13524	0	0	1	0	0	0
K13525	5	2	1	7	0	4
K13526	3	0	0	0	0	0
K13527	0	1	0	0	0	0
K13529	2	1	0	0	0	0
K13533	1	0	0	0	0	0
K13537	1	0	0	0	0	0
K13538	1	0	0	1	0	0
K13540	1	0	0	0	2	0
K13541	2	2	0	1	3	0
K13542	0	1	1	2	0	3
K13566	0	3	0	0	0	0
K13568	0	0	0	1	0	0
K13569	0	0	0	1	0	0
K13581	2	2	0	2	0	2
K13584	1	0	2	3	0	0
K13587	3	1	3	1	1	2
K13588	0	3	0	1	0	0
K13589	0	0	0	0	0	1
K13593	1	0	0	1	0	0
K13598	2	2	2	4	1	2
K13599	5	1	0	4	3	3
K13606	0	0	1	0	0	0
K13611	0	0	0	1	0	0
K13612	0	0	0	1	0	0
K13613	0	0	0	1	0	0
K13614	0	0	0	1	0	2
K13622	1	0	0	0	0	0
K13628	1	0	2	2	1	1
K13639	0	0	0	1	0	1
K13641	0	1	0	0	0	0
K13643	0	2	0	1	0	1
K13644	0	0	0	1	0	0
K13645	0	0	0	1	0	0
K13646	0	0	0	1	0	0
K13647	0	0	1	1	0	0
K13667	0	0	0	1	0	0
K13679	0	0	0	0	1	0
K13685	0	0	0	0	1	1
K13708	1	0	0	0	0	0
K13711	1	0	0	0	2	0
K13717	0	0	0	0	1	0
K13721	1	0	0	0	0	0
K13722	0	1	0	1	0	0
K13723	2	0	1	1	0	0
K13730	0	0	0	1	0	0
K13747	1	1	1	0	1	1
K13749	0	1	0	1	0	1
K13750	0	1	0	1	0	0
K13751	0	0	0	1	0	1
K13752	0	1	0	0	0	0
K13753	0	0	0	0	0	1
K13755	0	0	0	0	1	0
K13756	0	1	0	0	0	0
K13757	0	1	0	0	0	0
K13761	0	0	0	1	2	0
K13762	0	1	0	0	1	0
K13763	0	1	0	2	1	0
K13766	2	0	1	2	2	2
K13775	1	0	0	0	0	1
K13777	5	3	1	2	5	4
K13778	0	0	0	0	1	2
K13780	0	0	0	1	0	0
K13781	0	0	0	1	0	0
K13788	2	1	1	0	0	1
K13789	3	2	1	1	0	0
K13796	0	0	2	1	0	2
K13797	5	3	2	8	6	2
K13799	0	2	0	4	0	1
K13800	0	2	0	1	0	0
K13803	0	1	0	0	0	0
K13810	0	0	1	0	0	0
K13811	6	2	1	1	1	1
K13821	9	4	1	7	3	2
K13829	2	0	0	0	0	1
K13832	0	0	0	1	0	0
K13853	0	0	0	0	0	1
K13855	0	0	1	0	0	0
K13856	0	0	2	0	0	0
K13859	0	0	1	0	0	0
K13867	0	0	0	1	0	0
K13872	0	0	0	1	0	0
K13875	0	1	0	0	0	1
K13877	0	1	0	1	0	0
K13890	0	0	0	1	0	0
K13892	2	4	1	7	3	2
K13893	1	1	0	1	0	1
K13894	4	1	0	2	0	0
K13895	0	1	0	1	0	3
K13896	3	8	1	12	2	3
K13912	1	0	0	0	0	2
K13920	0	0	0	0	0	1
K13924	2	1	1	5	0	2
K13926	0	1	1	1	0	2
K13941	0	0	0	1	0	1
K13943	0	0	1	0	0	0
K13948	1	0	0	0	0	2
K13949	1	0	0	0	0	1
K13951	0	0	0	0	1	0
K13954	0	0	0	1	0	0
K13960	0	1	0	0	0	0
K13963	0	0	1	1	0	0
K13979	1	0	0	1	0	1
K13980	0	0	0	0	1	0
K13982	3	0	1	1	0	0
K13988	1	0	1	0	0	0
K13989	1	0	1	0	0	0
K13990	0	1	0	1	0	0
K13991	4	0	0	0	0	0
K13992	0	2	0	0	0	0
K13993	0	1	0	0	0	0
K13997	1	0	0	0	1	0
K13998	0	0	1	3	0	1
K14002	1	0	0	0	0	0
K14005	1	0	0	0	0	0
K14006	1	1	0	1	0	1
K14007	0	5	1	2	0	0
K14016	0	1	0	0	0	0
K14031	1	0	0	0	0	0
K14032	0	0	0	0	0	1
K14048	2	0	2	0	0	1
K14050	0	0	1	0	0	0
K14058	0	2	0	3	3	0
K14059	0	1	0	0	0	0
K14067	2	3	0	2	3	1
K14073	1	0	0	0	1	0
K14074	0	0	0	0	1	0
K14076	0	0	0	0	1	0
K14079	0	0	0	0	1	0
K14083	3	7	4	10	5	5
K14085	2	1	1	1	1	0
K14152	1	0	0	0	0	0
K14154	0	0	0	0	1	0
K14155	2	1	0	0	0	0
K14157	0	0	0	1	0	1
K14159	0	0	1	1	0	0
K14160	0	0	0	0	1	1
K14161	1	1	0	2	2	1
K14162	3	5	0	5	2	7
K14163	2	0	2	3	0	0
K14164	1	1	0	0	0	2
K14165	0	0	0	0	0	1
K14168	2	0	0	2	0	0
K14170	2	1	0	0	0	3
K14187	1	0	0	0	0	0
K14191	0	0	0	2	0	0
K14208	0	0	0	0	0	1
K14210	0	0	0	0	0	1
K14213	1	0	0	0	0	0
K14261	2	4	2	2	0	0
K14266	0	0	0	1	0	0
K14267	1	0	0	0	0	1
K14268	0	0	0	0	0	1
K14269	2	1	0	2	2	1
K14286	0	1	0	1	0	0
K14287	2	2	1	1	0	2
K14288	1	0	0	0	0	0
K14289	0	0	1	0	0	0
K14290	1	0	1	0	2	2
K14292	0	1	0	0	0	0
K14293	0	1	2	1	0	0
K14297	2	0	0	0	0	1
K14298	2	0	0	1	0	1
K14299	1	0	1	0	0	0
K14303	0	0	1	0	0	0
K14306	0	0	1	0	0	0
K14308	1	0	0	0	0	0
K14314	0	0	1	1	0	0
K14318	0	0	0	0	1	0
K14325	0	1	0	0	0	0
K14326	1	0	1	0	1	0
K14327	0	0	1	0	0	0
K14328	0	0	1	0	0	0
K14338	1	0	0	1	0	0
K14343	0	1	0	0	0	0
K14354	0	1	1	0	0	0
K14356	0	0	1	0	0	0
K14376	0	0	0	0	1	0
K14380	0	0	0	0	0	1
K14387	1	1	0	1	0	0
K14388	0	0	0	1	0	0
K14393	1	3	3	2	1	5
K14399	0	0	0	1	0	0
K14400	0	0	1	0	1	0
K14403	0	1	0	0	0	0
K14406	0	0	0	1	0	0
K14407	0	1	0	0	0	0
K14414	0	1	0	1	1	1
K14415	0	1	0	0	1	1
K14416	1	0	0	0	0	1
K14426	1	0	0	0	0	0
K14427	0	0	0	1	0	0
K14435	1	2	1	2	1	0
K14436	0	0	1	2	0	0
K14437	1	1	1	2	0	0
K14438	0	1	1	2	0	0
K14439	1	2	0	0	0	0
K14441	6	2	2	1	4	5
K14442	0	0	0	1	0	1
K14444	0	0	0	0	0	1
K14445	3	0	1	4	1	5
K14446	0	0	0	3	0	1
K14447	2	2	1	0	2	0
K14448	1	3	0	3	0	2
K14449	3	2	0	1	1	1
K14450	1	1	0	1	1	0
K14451	3	0	0	0	0	0
K14454	0	1	0	1	0	0
K14455	0	1	1	0	0	0
K14470	0	0	0	0	0	1
K14489	0	1	0	0	0	1
K14502	0	0	0	2	1	0
K14509	0	0	0	1	0	0
K14510	0	1	0	0	0	0
K14518	1	0	0	0	0	0
